Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Serial Number
69,"K Triantaphyllopoulos, F Hussain…",A model of chronic inflammation and pulmonary emphysema after multiple ozone exposures in mice,2011.0,american journal of …,journals.physiology.org,https://journals.physiology.org/doi/abs/10.1152/ajplung.00252.2010,https://scholar.google.com/scholar?cites=12942245779633118629&as_sdt=2005&sciodt=2007&hl=en,172,18/7/2021 17:22,,10.1152/ajplung.00252.2010,,,,,,,69,6.9,23,3,10.0,"Oxidative stress plays a role in the pathophysiology of emphysema through the activation of tissue proteases and apoptosis. We examined the effects of ozone exposure by exposing BALB/c mice to either a single 3-h exposure or multiple exposures over 3 or 6 wk, with two 3 …",https://journals.physiology.org/doi/full/10.1152/ajplung.00252.2010,https://scholar.google.com/scholar?q=related:pZ3UMvcXnLMJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,156
68,"X Li, C Michaeloudes, Y Zhang, CH Wiegman…",Mesenchymal stem cells alleviate oxidative stress–induced mitochondrial dysfunction in the airways,2018.0,Journal of Allergy and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0091674917314318,https://scholar.google.com/scholar?cites=4644133539003476002&as_sdt=2005&sciodt=2007&hl=en,96,18/7/2021 17:22,,,,,,,,,68,22.67,14,5,3.0,Background Oxidative stress–induced mitochondrial dysfunction can contribute to inflammation and remodeling in patients with chronic obstructive pulmonary disease (COPD). Mesenchymal stem cells protect against lung damage in animal models of COPD. It …,https://spiral.imperial.ac.uk/bitstream/10044/1/51450/2/mitochondrial%20protection%20by%20stem%20cells.pdf,https://scholar.google.com/scholar?q=related:IqjHGdlGc0AJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,157
68,"M Kabesch, IM Adcock",Epigenetics in asthma and COPD,2012.0,Biochimie,Elsevier,https://www.sciencedirect.com/science/article/pii/S0300908412002994,https://scholar.google.com/scholar?cites=11388948645253492797&as_sdt=2005&sciodt=2007&hl=en,156,18/7/2021 17:22,,,,,,,,,68,7.56,34,2,9.0,"Epigenetic mechanisms are likely to play a role in many complex diseases, the extent of which we only beginning to understand. COPD and asthma are two respiratory diseases subject to strong environmental influences depending on underlying genetic susceptibility …",,https://scholar.google.com/scholar?q=related:PTCAnXOsDZ4J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,158
67,"PJ Austin, E Tsitsiou, C Boardman, SW Jones…",Transcriptional profiling identifies the long noncoding RNA plasmacytoma variant translocation (PVT1) as a novel regulator of the asthmatic phenotype in …,2017.0,Journal of Allergy and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0091674916305711,https://scholar.google.com/scholar?cites=18331645126085614720&as_sdt=2005&sciodt=2007&hl=en,119,18/7/2021 17:22,HTML,,,,,,,,67,16.75,13,5,4.0,"Background The mechanism underlying nonsevere and severe asthma remains unclear, although it is commonly associated with increased airway smooth muscle (ASM) mass. Long noncoding RNAs (lncRNAs) are known to be important in regulating healthy primary airway …",https://www.sciencedirect.com/science/article/pii/S0091674916305711,https://scholar.google.com/scholar?q=related:gJza8B0WZ_4J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,159
67,"J Footitt, P Mallia, AL Durham, WE Ho…",Oxidative and nitrosative stress and histone deacetylase-2 activity in exacerbations of COPD,2016.0,Chest,Elsevier,https://www.sciencedirect.com/science/article/pii/S0012369215001129,https://scholar.google.com/scholar?cites=14617938956623559815&as_sdt=2005&sciodt=2007&hl=en,137,18/7/2021 17:22,HTML,,,,,,,,67,13.4,13,5,5.0,"Background Respiratory virus infections are commonly associated with COPD exacerbations, but little is known about the mechanisms linking virus infection to exacerbations. Pathogenic mechanisms in stable COPD include oxidative and nitrosative …",https://www.sciencedirect.com/science/article/pii/S0012369215001129,https://scholar.google.com/scholar?q=related:hzzkKQha3coJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,160
67,"LG Tsaprouni, K Ito, JJ Powell…",Differential patterns of histone acetylation in inflammatory bowel diseases,2011.0,Journal of …,journal-inflammation.biomedcentral …,https://journal-inflammation.biomedcentral.com/articles/10.1186/1476-9255-8-1,https://scholar.google.com/scholar?cites=11980425796252053236&as_sdt=2005&sciodt=2007&hl=en,150,18/7/2021 17:22,HTML,10.1186/1476-9255-8-1,,,,,,,67,6.7,17,4,10.0,"Post-translational modifications of histones, particularly acetylation, are associated with the regulation of inflammatory gene expression. We used two animal models of inflammation of the bowel and biopsy samples from patients with Crohn's disease (CD) to study the …",https://journal-inflammation.biomedcentral.com/articles/10.1186/1476-9255-8-1,https://scholar.google.com/scholar?q=related:9K6HY8kFQ6YJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,161
67,"AS Williams, R Issa, SY Leung, P Nath…",Attenuation of ozone-induced airway inflammation and hyper-responsiveness by c-Jun NH2 terminal kinase inhibitor SP600125,2007.0,… of Pharmacology and …,ASPET,https://jpet.aspetjournals.org/content/322/1/351.short,https://scholar.google.com/scholar?cites=4430931118732232395&as_sdt=2005&sciodt=2007&hl=en,219,18/7/2021 17:22,,,,,,,,,67,4.79,13,5,14.0,"Ozone has potent oxidizing properties, and exposure to ozone causes airway hyper-responsiveness (AHR) and lung inflammation. We determined the importance of c-Jun NH 2 terminal kinase (JNK), a member of the mitogen-activated protein kinase pathway, in ozone …",,https://scholar.google.com/scholar?q=related:y0ZCXGDUfT0J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,162
65,"GR Langley, IM Adcock, F Busquet, KM Crofton…",Towards a 21st-century roadmap for biomedical research and drug discovery: consensus report and recommendations,2017.0,Drug discovery today,Elsevier,https://www.sciencedirect.com/science/article/pii/S1359644616303907,https://scholar.google.com/scholar?cites=12166696769326693260&as_sdt=2005&sciodt=2007&hl=en,124,18/7/2021 17:22,,,,,,,,,65,16.25,13,5,4.0,Decades of costly failures in translating drug candidates from preclinical disease models to human therapeutic use warrant reconsideration of the priority placed on animal models in biomedical research. Following an international workshop attended by experts from …,https://kclpure.kcl.ac.uk/portal/files/58727357/1_s2.0_S1359644616303907_main.pdf,https://scholar.google.com/scholar?q=related:jDuc8T_K2KgJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,163
64,"J Bousquet, JM Anto, G Iaccarino…",Is diet partly responsible for differences in COVID‐19 death rates between and within countries?,2020.0,Clinical and …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1186/s13601-020-00323-0,https://scholar.google.com/scholar?cites=3258943505244202219&as_sdt=2005&sciodt=2007&hl=en,44,18/7/2021 17:22,,10.1186/s13601-020-00323-0,,,,,,,64,64.0,16,4,1.0,"Reported COVID‐19 deaths in Germany are relatively low as compared to many European countries. Among the several explanations proposed, an early and large testing of the population was put forward. Most current debates on COVID‐19 focus on the differences …",https://onlinelibrary.wiley.com/doi/full/10.1186/s13601-020-00323-0,https://scholar.google.com/scholar?q=related:66Ql9dkXOi0J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,164
64,"D Wu, J Zhou, H Bi, L Li, W Gao, M Huang…",CCL11 as a potential diagnostic marker for asthma?,2014.0,Journal of …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.3109/02770903.2014.917659,https://scholar.google.com/scholar?cites=13444940308736629904&as_sdt=2005&sciodt=2007&hl=en,144,18/7/2021 17:22,,10.3109/02770903.2014.917659,,,,,,,64,9.14,9,7,7.0,"Objective: Asthma is an inflammatory airway disease characterized by airway eosinophilia, in which CCL11 (eotaxin) plays a crucial role. The aim of study is to determine the elevation of CCL11 levels in bronchoalveolar lavage fluid (BALF), blood, exhaled breath condensate …",,https://scholar.google.com/scholar?q=related:kNyT-PkFlroJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,165
64,"LC Price, G Caramori, F Perros, C Meng…",Nuclear factor κ-B is activated in the pulmonary vessels of patients with end-stage idiopathic pulmonary arterial hypertension,2013.0,PLoS …,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0075415,https://scholar.google.com/scholar?cites=15175360592829206878&as_sdt=2005&sciodt=2007&hl=en,146,18/7/2021 17:22,HTML,,,,,,,,64,8.0,13,5,8.0,Objectives To assess activation of the inflammatory transcription factor NF-kappa B (NF-κB) in human idiopathic pulmonary arterial hypertension (PAH). Background Idiopathic PAH is a severe progressive disease characterized by pulmonary vascular remodeling and excessive …,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0075415,https://scholar.google.com/scholar?q=related:XtELgg62mdIJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,166
64,"K Enesa, K Ito, LA Luong, I Thorbjornsen…",Hydrogen peroxide prolongs nuclear localization of NF-κB in activated cells by suppressing negative regulatory mechanisms,2008.0,Journal of Biological …,ASBMB,https://www.jbc.org/article/S0021-9258(20)81458-6/abstract,https://scholar.google.com/scholar?cites=8481015656372753051&as_sdt=2005&sciodt=2007&hl=en,216,18/7/2021 17:22,,,,,,,,,64,4.92,13,5,13.0,"NF-κB transcription factors induce pro-inflammatory molecules (eg IL-8) in response to cytokines (eg TNFα, IL-1β) or other stimuli. In the basal state, they are sequestered in the cytoplasm by inhibitory IκB proteins. Pro-inflammatory signaling triggers polyubiquitination of …",https://www.jbc.org/article/S0021-9258(20)81458-6/fulltext,https://scholar.google.com/scholar?q=related:m9KfHM6esnUJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,167
64,"K Ito, IM Adcock",Histone acetylation and histone deacetylation,2002.0,Molecular biotechnology,Springer,https://link.springer.com/article/10.1385/MB:20:1:099,https://scholar.google.com/scholar?cites=9914705170831062994&as_sdt=2005&sciodt=2007&hl=en,243,18/7/2021 17:22,,10.1385/MB:20:1:099,,,,,,,64,3.37,32,2,19.0,"Regulation of inflammatory gene transcription is controlled, at least in part, by the degree of local unwinding of nucleosomal DNA. This unwinding is regulated by histone acetylation—increased acetylation results in a more loosely wound structure allowing access of basal …",,https://scholar.google.com/scholar?q=related:0jcdkNIbmIkJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,168
63,"W Gao, C Yuan, J Zhang, L Li, L Yu…",Klotho expression is reduced in COPD airway epithelial cells: effects on inflammation and oxidant injury,2015.0,Clinical …,portlandpress.com,https://portlandpress.com/clinsci/article/129/12/1011/71804,https://scholar.google.com/scholar?cites=15488698564996315878&as_sdt=2005&sciodt=2007&hl=en,139,18/7/2021 17:22,,,,,,,,,63,10.5,11,6,6.0,"COPD (chronic obstructive pulmonary disease) is associated with sustained inflammation, excessive injury, and accelerated lung aging. Human Klotho (KL) is an anti-aging protein that protects cells against inflammation and damage. In the present study, we quantified KL …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4613497/,https://scholar.google.com/scholar?q=related:5jq1P0jp8tYJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,169
63,"AL Durham, C Wiegman, IM Adcock",Epigenetics of asthma,2011.0,Biochimica et Biophysica Acta (BBA) …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0304416511000559,https://scholar.google.com/scholar?cites=4230644327737097003&as_sdt=2005&sciodt=2007&hl=en,206,18/7/2021 17:22,,,,,,,,,63,6.3,21,3,10.0,"Asthma is caused by both heritable and environmental factors. It has become clear that genetic studies do not adequately explain the heritability and susceptibility to asthma. The study of epigenetics, heritable non-coding changes to DNA may help to explain the heritable …",,https://scholar.google.com/scholar?q=related:K3vK5ZlEtjoJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,170
63,"J Zhang, X Yao, R Yu, J Bai, Y Sun, M Huang…",Exhaled carbon monoxide in asthmatics: a meta-analysis,2010.0,Respiratory …,Springer,https://link.springer.com/article/10.1186/1465-9921-11-50,https://scholar.google.com/scholar?cites=5423988692624857328&as_sdt=2005&sciodt=2007&hl=en,209,18/7/2021 17:22,HTML,10.1186/1465-9921-11-50,,,,,,,63,5.73,9,7,11.0,The non-invasive assessment of airway inflammation is potentially advantageous in asthma management. Exhaled carbon monoxide (eCO) measurement is cheap and has been proposed to reflect airway inflammation and oxidative stress but current data are conflicting …,https://link.springer.com/article/10.1186/1465-9921-11-50,https://scholar.google.com/scholar?q=related:8NijefrgRUsJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,171
63,"KF Chung, IM Adcock",Combination therapy of long-acting β 2-adrenoceptor agonists and corticosteroids for asthma,2004.0,Treatments in respiratory medicine,Springer,https://link.springer.com/article/10.2165/00151829-200403050-00002,https://scholar.google.com/scholar?cites=1899964631833976656&as_sdt=2005&sciodt=2007&hl=en,275,18/7/2021 17:22,,10.2165/00151829-200403050-00002,,,,,,,63,3.71,32,2,17.0,Twice-daily combination therapy of inhaled corticosteroids and long-acting β 2-adrenoceptor agonists (LABA) is now established as a most effective treatment for moderate to severe asthma and is available in a combined single inhaler. The benefits of combination therapy …,,https://scholar.google.com/scholar?q=related:UB9FJsQHXhoJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,172
61,"Y Teng, P Sun, J Zhang, R Yu, J Bai, X Yao, M Huang…",Hydrogen peroxide in exhaled breath condensate in patients with asthma: a promising biomarker?,2011.0,Chest,Elsevier,https://www.sciencedirect.com/science/article/pii/S001236921160353X,https://scholar.google.com/scholar?cites=7991358916518278757&as_sdt=2005&sciodt=2007&hl=en,180,18/7/2021 17:22,,,,,,,,,61,6.1,8,8,10.0,"Background The measurement of hydrogen peroxide (H 2 O 2) in exhaled breath condensate (EBC) has been proposed as a noninvasive way of monitoring airway inflammation. However, results from individual studies on EBC H 2 O 2 evaluation of asthma …",,https://scholar.google.com/scholar?q=related:Zfa4M5gC524J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,173
60,"K Maneechotesuwan, A Wongkajornsilp, IM Adcock…",Simvastatin suppresses airway IL-17 and upregulates IL-10 in patients with stable COPD,2015.0,Chest,Elsevier,https://www.sciencedirect.com/science/article/pii/S0012369215502274,https://scholar.google.com/scholar?cites=6289687463036708791&as_sdt=2005&sciodt=2007&hl=en,149,18/7/2021 17:22,HTML,,,,,,,,60,10.0,15,4,6.0,"BACKGROUND Statins have immunomodulatory properties that may provide beneficial effects in the treatment of COPD. We investigated whether a statin improves the IL-17/IL-10 imbalance in patients with COPD, as has previously been demonstrated in patients with …",https://www.sciencedirect.com/science/article/pii/S0012369215502274,https://scholar.google.com/scholar?q=related:t-eHZmx1SVcJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,174
60,"R Sharma, S Von Haehling…",Whole blood endotoxin responsiveness in patients with chronic heart failure: the importance of serum lipoproteins,2005.0,European journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1016/j.ejheart.2004.09.013,https://scholar.google.com/scholar?cites=9219606640853432503&as_sdt=2005&sciodt=2007&hl=en,252,18/7/2021 17:22,,10.1016/j.ejheart.2004.09.013,,,,,,,60,3.75,20,3,16.0,Background Endotoxin [lipopolysaccharide (LPS)] may be an important stimulus for cytokine release in patients with chronic heart failure (CHF). We sought to investigate the relationship between whole blood endotoxin responsiveness and serum lipoprotein concentrations. It is …,https://onlinelibrary.wiley.com/doi/pdf/10.1016/j.ejheart.2004.09.013,https://scholar.google.com/scholar?q=related:t7jmbGSf8n8J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,175
60,"A Koch, M Giembycz, K Ito, S Lim, E Jazrawi…",Mitogen-activated protein kinase modulation of nuclear factor-κB–induced granulocyte macrophage–colony-stimulating factor release from human alveolar …,2004.0,American journal of …,atsjournals.org,https://www.atsjournals.org/doi/abs/10.1165/rcmb.2003-0122OC,https://scholar.google.com/scholar?cites=277555215092970802&as_sdt=2005&sciodt=2007&hl=en,304,18/7/2021 17:22,,10.1165/rcmb.2003-0122OC,,,,,,,60,3.53,10,6,17.0,"Granulocyte macrophage–colony-stimulating factor (GM-CSF), released from alveolar macrophages (AM), is an important regulator of eosinophil, T cell, and macrophage function and survival. We determined the mechanisms of GM-CSF regulation in AM from normal …",https://www.atsjournals.org/doi/pdf/10.1165/rcmb.2003-0122OC,https://scholar.google.com/scholar?q=related:MnUsYf8S2gMJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,176
60,I Adcock,No Longer Square,1996.0,Automotive & Transportation Interiors,,,https://scholar.google.com/scholar?cites=4241492520296888753&as_sdt=2005&sciodt=2007&hl=en,548,18/7/2021 17:22,CITATION,,,,,,,,60,2.4,60,1,25.0,,,https://scholar.google.com/scholar?q=related:sbnFjfnO3DoJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,177
58,"C Yuan, L Zhou, J Cheng, J Zhang, Y Teng…",Statins as potential therapeutic drug for asthma?,2012.0,Respiratory …,Springer,https://link.springer.com/article/10.1186/1465-9921-13-108,https://scholar.google.com/scholar?cites=3177696180404565333&as_sdt=2005&sciodt=2007&hl=en,179,18/7/2021 17:22,HTML,10.1186/1465-9921-13-108,,,,,,,58,6.44,10,6,9.0,"Statins are lipid-lowering agents that also exhibit pleiotropic effects in decreasing oxidative stress and inflammation. There have been several published studies reporting the use of statins in the treatment of asthma patients, but their results are not consistent. The aim of this …",https://link.springer.com/article/10.1186/1465-9921-13-108,https://scholar.google.com/scholar?q=related:VTUhBddxGSwJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,178
58,"CE Charron, PC Chou, DJC Coutts, V Kumar…",Hypoxia-inducible factor 1α induces corticosteroid-insensitive inflammation via reduction of histone deacetylase-2 transcription,2009.0,Journal of Biological …,ASBMB,https://www.jbc.org/article/S0021-9258(20)37415-9/abstract,https://scholar.google.com/scholar?cites=213508429273950070&as_sdt=2005&sciodt=2007&hl=en,215,18/7/2021 17:22,,,,,,,,,58,4.83,12,5,12.0,"Corticosteroids are potent anti-inflammatory agents, but corticosteroid insensitivity is a major barrier for the treatment of some chronic inflammatory diseases. Here, we show that hypoxia induces corticosteroid-insensitive inflammation via reduced transcription of histone …",https://www.jbc.org/article/S0021-9258(20)37415-9/fulltext,https://scholar.google.com/scholar?q=related:dudsA8mI9gIJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,179
58,"G Caramori, IM Adcock, K Ito",Anti-inflammatory inhibitors of IkappaB kinase in asthma and COPD.,2004.0,Current opinion in investigational …,europepmc.org,https://europepmc.org/article/med/15573863,https://scholar.google.com/scholar?cites=12858813351801299421&as_sdt=2005&sciodt=2007&hl=en,273,18/7/2021 17:22,,,,,,,,,58,3.41,19,3,17.0,"Nuclear factor-kappaB (NFkappaB) is an inducible transcription factor that plays a central role in the regulation of many immune and inflammatory responses. While NFkappaB is required for cell survival and immunity, abnormal expression and/or activation of NFkappaB …",,https://scholar.google.com/scholar?q=related:3aEqU52uc7IJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,180
57,"PJ Barnes, IM Adcock",Chronic obstructive pulmonary disease and lung cancer: a lethal association,2011.0,,atsjournals.org,https://www.atsjournals.org/doi/full/10.1164/rccm.201108-1436ED,https://scholar.google.com/scholar?cites=18069258564809444262&as_sdt=2005&sciodt=2007&hl=en,181,18/7/2021 17:22,HTML,10.1164/rccm.201108-1436ED,,,,,,,57,5.7,29,2,10.0,"Lung cancer is a common cause of death in patients with chronic obstructive pulmonary disease (COPD)(1). Spirometric evidence of airway obstruction is an important risk factor for development of lung cancer in smokers (2, 3). Airway obstruction is commonly found in …",https://www.atsjournals.org/doi/full/10.1164/rccm.201108-1436ED,https://scholar.google.com/scholar?q=related:pssm_u3mwvoJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,181
57,"R Sorrentino, S Morello, G Forte…",B cells contribute to the antitumor activity of CpG-oligodeoxynucleotide in a mouse model of metastatic lung carcinoma,2011.0,American journal of …,atsjournals.org,https://www.atsjournals.org/doi/abs/10.1164/rccm.201010-1738OC,https://scholar.google.com/scholar?cites=16898479613126690078&as_sdt=2005&sciodt=2007&hl=en,202,18/7/2021 17:22,,10.1164/rccm.201010-1738OC,,,,,,,57,5.7,14,4,10.0,"Rationale: CpG-oligodeoxynucleotide (CpG-ODN; CpG), a Toll-like receptor-9 ligand, has been widely studied as a potential antitumor adjuvant. Toll-like receptor-9 is highly expressed on lung carcinoma tissues and some immune cells, such as plasmacytoid …",https://www.atsjournals.org/doi/pdf/10.1164/rccm.201010-1738OC,https://scholar.google.com/scholar?q=related:HsWYGK11g-oJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,182
56,"S Pavlidis, K Takahashi, FNK Kwong…","“T2-high” in severe asthma related to blood eosinophil, exhaled nitric oxide and serum periostin",2019.0,European …,Eur Respiratory Soc,https://erj.ersjournals.com/content/53/1/1800938.abstract,https://scholar.google.com/scholar?cites=15263986702935961916&as_sdt=2005&sciodt=2007&hl=en,109,18/7/2021 17:22,,,,,,,,,56,28.0,14,4,2.0,Type-2 (T2) immune responses in airway epithelial cells (AECs) classifies mild–moderate asthma into a T2-high phenotype. We examined whether currently available clinical biomarkers can predict AEC-defined T2-high phenotype within the U-BIOPRED cohort. The …,https://erj.ersjournals.com/content/erj/53/1/1800938.full.pdf,https://scholar.google.com/scholar?q=related:PLHIxAiT1NMJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,183
56,"H Bi, J Zhou, D Wu, W Gao, L Li, L Yu, F Liu…",Microarray analysis of long non-coding RNAs in COPD lung tissue,2015.0,Inflammation …,Springer,https://link.springer.com/article/10.1007/s00011-014-0790-9,https://scholar.google.com/scholar?cites=11048015807348823894&as_sdt=2005&sciodt=2007&hl=en,153,18/7/2021 17:22,,10.1007/s00011-014-0790-9,,,,,,,56,9.33,7,8,6.0,"Abstract Objective Long noncoding RNAs (lncRNAs) play an important role in the pathogenesis of many human diseases. In this study, we provide the description of genome-wide lncRNA expression in the lung tissue of non-smokers without Chronic obstructive …",https://spiral.imperial.ac.uk/bitstream/10044/1/21702/5/lncRNA%20(2)%20revised%20version%20resubmission.doc,https://scholar.google.com/scholar?q=related:VlfthddvUpkJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,184
56,"JMD Rastrick, CS Stevenson, S Eltom, M Grace…",Cigarette smoke induced airway inflammation is independent of NF-κB signalling,2013.0,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0054128,https://scholar.google.com/scholar?cites=9286617524942037608&as_sdt=2005&sciodt=2007&hl=en,196,18/7/2021 17:22,HTML,,,,,,,,56,7.0,11,5,8.0,Rationale COPD is an inflammatory lung disease largely associated with exposure to cigarette smoke (CS). The mechanism by which CS leads to the pathogenesis of COPD is currently unclear; it is known however that many of the inflammatory mediators present in the …,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0054128,https://scholar.google.com/scholar?q=related:aGIWs2-x4IAJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,185
56,"K Blease, J Seybold, IM Adcock…",Interleukin-4 and lipopolysaccharide synergize to induce vascular cell adhesion molecule-1 expression in human lung microvascular endothelial cells,1998.0,American journal of …,atsjournals.org,https://www.atsjournals.org/doi/abs/10.1165/ajrcmb.18.5.3052,https://scholar.google.com/scholar?cites=12463948351778255031&as_sdt=2005&sciodt=2007&hl=en,322,18/7/2021 17:22,,10.1165/ajrcmb.18.5.3052,,,,,,,56,2.43,14,4,23.0,Recent studies suggest that increased vascular cell adhesion molecule-1 (VCAM-1) expression on vascular endothelium in bronchial mucosa biopsies correlates with interleukin-4 (IL-4) levels in bronchiolar lavage fluid of allergic asthmatics. The severity of …,https://www.atsjournals.org/doi/pdf/10.1165/ajrcmb.18.5.3052,https://scholar.google.com/scholar?q=related:t_CONv3W-KwJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,186
55,"IM Adcock, G Caramori, K Ito",New insights into the molecular mechanisms of corticosteroids actions,2006.0,Current drug targets,ingentaconnect.com,https://www.ingentaconnect.com/content/ben/cdt/2006/00000007/00000006/art00003,https://scholar.google.com/scholar?cites=10264480100693750615&as_sdt=2005&sciodt=2007&hl=en,292,18/7/2021 17:22,,,,,,,,,55,3.67,18,3,15.0,"Corticosteroids produce a marked improvement in clinical parameters in most asthmatic patients; in contrast, corticosteroids have little effect on lung function measurements in patients with chronic obstructive pulmonary disease. By uncovering the reason for this …",,https://scholar.google.com/scholar?q=related:V7PqnUTCco4J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,187
54,"PR Eynott, L Xu, BL Bennett, A Noble, SY Leung…","Effect of an inhibitor of Jun N‐terminal protein kinase, SP600125, in single allergen challenge in sensitized rats",2004.0,…,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2567.2004.01887.x,https://scholar.google.com/scholar?cites=8865563598135990907&as_sdt=2005&sciodt=2007&hl=en,282,18/7/2021 17:22,,10.1111/j.1365-2567.2004.01887.x,,,,,,,54,3.18,9,6,17.0,"Jun N‐terminal kinase (JNK) has been implicated in the pathogenesis of inflammatory diseases including asthma. We examined the effect of SP600125 (anthra [1, 9‐cd] pyrazol‐6 (2H)‐one), a novel inhibitor of JNK in a model of asthma. Brown‐Norway rats were …",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1365-2567.2004.01887.x,https://scholar.google.com/scholar?q=related:e5qH6B7PCHsJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,188
53,"F Li, M Xu, M Wang, L Wang, H Wang, H Zhang…",Roles of mitochondrial ROS and NLRP3 inflammasome in multiple ozone-induced lung inflammation and emphysema,2018.0,Respiratory …,Springer,https://link.springer.com/article/10.1186/s12931-018-0931-8,https://scholar.google.com/scholar?cites=8230532227338306026&as_sdt=2005&sciodt=2007&hl=en,92,18/7/2021 17:22,HTML,10.1186/s12931-018-0931-8,,,,,,,53,17.67,8,7,3.0,Mitochondrial damage leading to oxidant stress may play an important role in the pathogenesis of airflow obstruction and emphysema. NLPR3 inflammasome can be activated by mitochondrial ROS (mtROS) and other stimuli. We examined the importance of …,https://link.springer.com/article/10.1186/s12931-018-0931-8,https://scholar.google.com/scholar?q=related:6oHnGnS5OHIJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,189
53,"A Binia, N Khorasani, PK Bhavsar, I Adcock…",Chromosome 17q21 SNP and severe asthma,2011.0,Journal of human …,nature.com,https://www.nature.com/articles/jhg2010134,https://scholar.google.com/scholar?cites=2760228737371896930&as_sdt=2005&sciodt=2007&hl=en,246,18/7/2021 17:22,HTML,,,,,,,,53,5.3,11,5,10.0,Asthma is a complex disease that is influenced by poorly understood genetic and environmental factors. 1 A genome-wide association study (GWAS) of 994 cases and 1243 controls from the United Kingdom and Germany found strong associations (Po10À12) …,https://www.nature.com/articles/jhg2010134,https://scholar.google.com/scholar?q=related:YnzgjWlNTiYJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,190
